Title,Time,Link,Subdomain,Sentiment
Activist Politan Plans Second Proxy Battle at Masimo,2024-03-24 19:42,https://www.wsj.com/business/deals/activist-politan-plans-second-proxy-battle-at-masimo-dc212962?mod=business_lead_story,Business,0
NBC’s Chuck Todd Blasts Network as Backlash to Hiring Ex-RNC Chief Grows,2024-03-24 14:42,https://www.wsj.com/business/media/msnbc-has-no-plans-to-have-ex-rnc-chief-on-network-0d88e70c?mod=business_lead_pos1,Business,0
Big Tech’s Latest Obsession Is Finding Enough Energy,2024-03-24 07:42,https://www.wsj.com/business/energy-oil/big-techs-latest-obsession-is-finding-enough-energy-f00055b2?mod=business_lead_pos2,Business,2
A Brazen Yogurt Heist Shows How Cyber Gangs Are Hijacking U.S. Goods,2024-03-24 07:42,https://www.wsj.com/business/logistics/a-brazen-yogurt-heist-shows-how-cyber-gangs-are-hijacking-u-s-goods-7a8c1843?mod=business_lead_pos3,Business,0
Netflix’s Co-CEOs Are Nothing Alike. That’s a Good Thing.,2024-03-24 05:42,https://www.wsj.com/business/media/the-odd-couple-steering-netflix-through-a-comeback-3e0c0be0?mod=business_lead_pos4,Business,2
"Elon Musk’s X Needs Creators, but They Don’t Need X",2024-03-24 05:42,https://www.wsj.com/business/media/elon-musk-x-content-creators-recruitment-f104dc77?mod=business_lead_pos5,Business,2
Bernie Sanders Tries to Legislate Leisure,2024-03-24 14:42,https://www.wsj.com/articles/bernie-sanders-tries-to-legislate-leisure-32-hour-workweek-2625db0f?mod=business_trendingnow_opn_pos1,Articles,0
AI Will Mean Cheaper Food,2024-03-24 14:42,https://www.wsj.com/articles/ai-will-mean-cheaper-food-more-efficient-farms-logistics-fertilizer-water-929556a3?mod=business_trendingnow_opn_pos2,Articles,2
The Lost Era of Reliability,2024-03-24 14:42,https://www.wsj.com/articles/the-lost-era-of-reliability-media-politicians-technology-0384b4e6?mod=business_trendingnow_opn_pos3,Articles,0
California’s Nationwide EV Coercion,2024-03-24 14:42,https://www.wsj.com/articles/california-electric-vehicles-stellantis-gavin-newsom-41a08470?mod=business_trendingnow_opn_pos4,Articles,0
Patient of Elon Musk’s Neuralink Shows Off New Life With Implant,2024-03-23 00:00,https://www.wsj.com/us-news/patient-of-elon-musks-neuralink-shows-off-new-life-with-implant-200f9d2e?mod=business_trendingnow_article_pos3,Politics,3
Jack Daniel’s Flowed During the Pandemic. Now Comes the Hangover.,2024-03-23 00:00,https://www.wsj.com/business/retail/jack-daniels-flowed-during-the-pandemic-now-comes-the-hangover-e72754ec?mod=business_trendingnow_article_pos5,Business,0
Attack on Russian Concert Hall Threatens Putin’s Strongman Image,2024-03-24 14:42,https://www.wsj.com/world/russia/attack-on-russian-concert-hall-threatens-putinsstrongman-image-029854fd?mod=business_whatsnews_pos1,Politics,0
Mike Johnson Can’t Run the House Without Democrats’ Help,2024-03-24 05:42,https://www.wsj.com/politics/why-mike-johnson-cant-run-the-house-without-democrats-help-a9f5dd23?mod=business_whatsnews_pos2,Politics,0
The $27 Trillion Treasury Market Is Only Getting Bigger,2024-03-24 05:42,https://www.wsj.com/finance/the-27-trillion-treasury-market-is-only-getting-bigger-a9a9d170?mod=business_whatsnews_pos3,Finance,3
A Lawyer Abandoned Family and Career to Follow the Voices in His Head,2024-03-23 21:42,https://www.wsj.com/us-news/homeless-california-mental-illness-care-court-f63d2027?mod=business_whatsnews_pos4,Politics,0
Here’s What Retirement Looks Like for Single Women in America,2024-03-23 21:42,https://www.wsj.com/personal-finance/retirement-single-woman-finances-02493af3?mod=business_whatsnews_pos5,Finance,2
The Wacky Negative Interest-Rate Experiment Ends With a Thud,2024-03-23 00:00,https://www.wsj.com/economy/central-banking/the-wacky-negative-interest-rate-experiment-ends-with-a-thud-ae3084ed?mod=finance_lead_story,Economy,0
Surge in Home Prices Draws Eager House Flippers,2024-03-23 00:00,https://www.wsj.com/economy/housing/surge-in-home-prices-draws-eager-house-flippers-2836fe46?mod=finance_lead_pos1,Economy,2
What’s Next for Gold? Look to China for Clues,2024-03-24 10:42,https://www.wsj.com/finance/commodities-futures/whats-next-for-gold-look-to-china-for-clues-a0ef2447?mod=finance_lead_pos2,Finance,2
NYCB and Meridian Rode the Property Boom Together. Now They’re Struggling.,2024-03-24 05:42,https://www.wsj.com/finance/banking/nycb-meridian-trouble-commercial-real-estate-86ae7a34?mod=finance_lead_pos4,Finance,0
ESG Investing Might Never Recover,2024-03-24 05:42,https://www.wsj.com/finance/investing/why-esg-investing-might-never-recover-7aa9e7c9?mod=finance_lead_pos5,Finance,0
Powell on Recent Inflation: ‘Are They More Than Bumps?’,2024-03-24 14:42,https://www.wsj.com/articles/jerome-powell-bumps-inflation-monthly-price-increases-bde74e4b?mod=finance_trendingnow_opn_pos1,Articles,2
Understanding the Boeing Mess,2024-03-24 14:42,https://www.wsj.com/articles/understanding-the-boeing-mess-differences-between-737-max-crashes-media-bias-04127658?mod=finance_trendingnow_opn_pos2,Articles,0
Elizabeth Warren’s Latest Anti-Merger Stand,2024-03-24 14:42,https://www.wsj.com/articles/senator-warrens-latest-anti-merger-blabber-capital-one-discover-e7d9a5e6?mod=finance_trendingnow_opn_pos3,Articles,0
Uncle Sam’s Guide to Peace and Prosperity,2024-03-24 14:42,https://www.wsj.com/articles/uncle-sams-guide-to-peace-and-prosperity-global-security-economy-5f648a83?mod=finance_trendingnow_opn_pos4,Articles,2
Why Do Superrich Buyers Want to Live Inside This New York Parking Garage?,2024-03-22 00:00,https://www.wsj.com/real-estate/luxury-homes/new-york-city-parking-garage-luxury-condos-42441396?mod=real-estate_lead_story,Real-Estate,0
This House Is Not Like the Others: ‘Unusual’ Manchester-by-the-Sea Home Hits the Market,2024-03-22 00:00,https://www.wsj.com/real-estate/luxury-homes/unusual-manchester-by-the-sea-home-hits-the-market-46ef5f77?mod=real-estate_lead_pos1,Real-Estate,2
Compass Agrees to Pay $57.5 Million to Settle Antitrust Claims,2024-03-22 00:00,https://www.wsj.com/real-estate/real-estate-broker-compass-agrees-to-pay-57-5-million-to-settle-antitrust-claims-be5e1177?mod=real-estate_lead_pos2,Real-Estate,0
Why Your Septic System Will Not Be Ignored,2024-03-21 00:00,https://www.wsj.com/real-estate/why-your-septic-system-will-not-be-ignored-d0b534c1?mod=real-estate_lead_pos3,Real-Estate,2
These Empty Nesters Said ‘Never Again’ to a Home Renovation. Then They Spent $7 Million.,2024-03-21 00:00,https://www.wsj.com/real-estate/luxury-homes/minneapolis-loft-renovation-9a07e7bc?mod=real-estate_lead_pos4,Real-Estate,0
Olympic Luger-Turned-Developer Lists Extravagant Lake Placid Estate,2024-03-20 00:00,https://www.wsj.com/real-estate/luxury-homes/lake-placid-estate-lists-for-28-5-million-c27a51de?mod=real-estate_lead_pos5,Real-Estate,0
U.S. Housing Prices and the War on Realtors,2024-03-19 00:00,https://www.wsj.com/articles/real-estate-home-buy-sell-realtor-97b39a67?mod=real-estate_trendingnow_opn_pos1,Articles,0
Glimmers of Election Hope in Chicago,2024-03-19 00:00,https://www.wsj.com/articles/chicago-real-estate-transfer-tax-referendum-brandon-johnson-chicago-teachers-union-bring-chicago-home-703dcc51?mod=real-estate_trendingnow_opn_pos2,Articles,2
The Realtors Stage a $418 Million Tactical Retreat,2024-03-19 00:00,https://www.wsj.com/articles/national-association-of-realtors-settlement-home-buyers-sellers-commission-6b85bb82?mod=real-estate_trendingnow_opn_pos3,Articles,0
Realtors Reckon With a Seismic Shift to How They Get Paid,2024-03-19 00:00,https://www.wsj.com/real-estate/realtors-reckon-with-a-seismic-shift-to-how-they-get-paid-f01e89ba?mod=real-estate_trendingnow_article_pos1,Real-Estate,2
A Mistake in a Tesla and a Panicked Final Call: The Death of Angela Chao,2024-03-09 00:00,https://www.wsj.com/real-estate/angela-chao-death-texas-tesla-safety-c435daa0?mod=real-estate_trendingnow_article_pos2,Real-Estate,0
EXCLUSIVEBillionaire Marc Andreessen Lists Silicon Valley Compound Following $250 Million Malibu Spending Spree,2024-03-18 00:00,https://www.wsj.com/real-estate/luxury-homes/billionaire-marc-andreessen-lists-silicon-valley-compound-following-250-million-malibu-spending-spree-bc88dea2?mod=real-estate_trendingnow_article_pos3,Real-Estate,1
America’s Office Fire Sale Has Barely Begun,2024-03-17 00:00,https://www.wsj.com/real-estate/commercial/americas-office-fire-sale-has-barely-begun-0c8d376f?mod=real-estate_trendingnow_article_pos4,Real-Estate,0
A Look Into the Future of Home Buyers’ Agent Commissions,2024-03-17 00:00,https://www.wsj.com/real-estate/a-look-into-the-future-of-home-buyers-agent-commissions-8377552b?mod=real-estate_trendingnow_article_pos5,Real-Estate,2
DS Smith in Takeover Talks With International Paper,2024-03-26 15:19,https://www.wsj.com/business/ds-smith-in-takeover-talks-with-international-paper-eb02a9a5?mod=business_lead_story,Business,2
Elon Musk Pushes to Increase Use of ‘Full Self-Driving’ Software as Tesla Sales Cool,2024-03-26 15:19,https://www.wsj.com/business/autos/tesla-pushes-to-increase-use-of-full-self-driving-software-as-vehicle-sales-cool-776b8f3d?mod=business_lead_pos1,Business,0
Latinos Are Starting U.S. Businesses at a Torrid Pace,2024-03-26 15:19,https://www.wsj.com/business/entrepreneurship/latinos-are-starting-u-s-businesses-at-a-torrid-pace-64773fc3?mod=business_lead_pos2,Business,3
BYD Net Profit Rises as It Overtakes Tesla as Top EV Seller,2024-03-26 12:19,https://www.wsj.com/business/earnings/byd-co-net-profit-rises-as-it-overtakes-tesla-as-top-ev-seller-b464c714?mod=business_lead_pos3,Business,3
Flutter Predicts Earnings Jump on U.S. Growth,2024-03-26 12:19,https://www.wsj.com/business/earnings/flutter-entertainment-pretax-loss-widens-despite-strong-growth-in-u-s-34b83673?mod=business_lead_pos4,Business,3
NBC News Discusses Future of Ronna McDaniel as Contributor,2024-03-26 12:19,https://www.wsj.com/business/media/ronna-mcdaniel-nbc-610d30bc?mod=business_lead_pos5,Business,0
Can We Power the EPA’s EV Fantasy?,2024-03-25 23:19,https://www.wsj.com/articles/can-we-power-the-epas-ev-fantasy-electrical-grid-energy-vehicles-a786d535?mod=business_trendingnow_opn_pos1,Articles,0
The C-Suite Cleanup at Boeing,2024-03-25 23:19,https://www.wsj.com/articles/boeing-ceo-david-calhoun-steps-down-airlines-government-business-78800f4f?mod=business_trendingnow_opn_pos2,Articles,0
"Buy American, Build Nothing",2024-03-25 23:19,https://www.wsj.com/articles/buy-american-build-nothing-infrastructure-bill-requirements-complicate-construction-941e0694?mod=business_trendingnow_opn_pos3,Articles,0
Biden Wants to Put AI on a Leash,2024-03-25 23:19,https://www.wsj.com/articles/biden-wants-to-put-artificial-intelligence-on-a-leash-progressive-regulation-45275102?mod=business_trendingnow_opn_pos4,Articles,0
Rachel Maddow Joins Growing Mutiny at MSNBC Over Hiring of Ronna McDaniel,2024-03-25 23:19,https://www.wsj.com/business/media/msnbcs-joe-scarborough-and-mika-brzezinski-condemn-hiring-of-ronna-mcdaniel-125ac4ad?mod=business_trendingnow_article_pos1,Business,0
California Restaurants Cut Jobs as Fast-Food Wages Set to Rise,2024-03-25 00:00,https://www.wsj.com/business/hospitality/california-restaurants-cut-jobs-as-fast-food-wages-set-to-rise-eb5ddaaa?mod=business_trendingnow_article_pos2,Business,0
"Visa, Mastercard Agree to Lower Swipe Fees, Settling Long-Running Lawsuit",2024-03-26 13:19,https://www.wsj.com/finance/banking/visa-mastercard-agree-to-lower-swipe-fees-settling-long-running-lawsuit-d6e5f0a8?mod=business_trendingnow_article_pos3,Finance,3
A $20 Billion Deal Depends on Whether You Think Walmart Is a Supermarket,2024-03-26 07:19,https://www.wsj.com/business/retail/walmart-supermarket-kroger-albertson-merger-68e2478e?mod=business_trendingnow_article_pos5,Business,2
Search Under Way for Six After Baltimore Bridge Collapse,2024-03-26 15:19,https://www.wsj.com/us-news/baltimore-bridge-francis-scott-key-collapse-ship-6649dd14?mod=business_whatsnews_pos1,Politics,0
Supreme Court Appears Unlikely to Upend Abortion-Pill Access,2024-03-26 15:19,https://www.wsj.com/us-news/law/supreme-court-arguments-abortion-pill-mifepristone-c31de31a?mod=business_whatsnews_pos2,Politics,2
"Truth Social Stock Surges on First Day of Trading, Increasing Trump’s Fortune",2024-03-26 13:19,https://www.wsj.com/finance/truth-social-stock-trades-dwac-trump-18a6cd74?mod=business_whatsnews_pos3,Finance,4
Larry Fink Says World Leaders Must Address Growing Retirement Crisis,2024-03-26 06:19,https://www.wsj.com/finance/investing/blackrock-larry-fink-annual-letter-8484e68e?mod=business_whatsnews_pos5,Finance,2
"Truth Social Stock Price Surges on First Day of Trading, Increasing Trump’s Fortune",2024-03-26 13:19,https://www.wsj.com/finance/truth-social-stock-trades-dwac-trump-18a6cd74?mod=finance_lead_story,Finance,4
Adam Neumann Bids to Buy Back WeWork for More Than $500 Million,2024-03-25 21:19,https://www.wsj.com/articles/adam-neumann-submits-bid-to-buy-back-wework-for-more-than-500-million-5148f59d?mod=finance_lead_pos1,Articles,0
"Visa, Mastercard Agree to Lower Swipe Fees",2024-03-26 13:19,https://www.wsj.com/finance/banking/visa-mastercard-agree-to-lower-swipe-fees-settling-long-running-lawsuit-d6e5f0a8?mod=finance_lead_pos2,Finance,3
The Trial of Crypto’s Golden Boy,2024-03-26 12:19,https://www.wsj.com/finance/trial-of-cryptos-golden-boy-4c376cef?mod=finance_lead_pos3,Finance,0
Krispy Kreme Stock Jumps After Expanding Partnership With McDonald’s,2024-03-26 12:19,https://www.wsj.com/finance/stocks/krispy-kreme-stock-jumps-after-expanding-partnership-with-mcdonalds-76481531?mod=finance_lead_pos4,Finance,3
SEC Fines Arista Co-Founder $1 Million Over Insider Trading Claims,2024-03-26 11:19,https://www.wsj.com/finance/stocks/sec-fines-arista-co-founder-1-million-over-insider-trading-claims-9ba084a0?mod=finance_lead_pos5,Finance,0
Steve Buscemi on Leaving the FDNY to Act and How a ‘Curb Your Enthusiasm’ Gig Impressed His Son,2024-03-26 11:19,https://www.wsj.com/real-estate/steve-buscemi-on-leaving-the-fdny-to-act-and-how-a-curb-your-enthusiasm-gigimpressed-his-son-4ec783c9?mod=real-estate_lead_story,Real-Estate,1
The Office Market Is in Turmoil. So Why Are Rents More Expensive?,2024-03-26 06:19,https://www.wsj.com/real-estate/commercial/the-office-market-is-in-turmoil-so-why-are-rents-more-expensive-d096f961?mod=real-estate_lead_pos1,Real-Estate,0
The Price is $2.988 Million for Bob Barker’s Longtime Hollywood Home,2024-03-25 00:00,https://www.wsj.com/real-estate/luxury-homes/bob-barker-hollywood-home-e998b01b?mod=real-estate_lead_pos2,Real-Estate,2
How LVMH Helped Turn an Abandoned Miami Warehouse District Into a Luxury Hot Spot,2024-03-25 00:00,https://www.wsj.com/real-estate/commercial/how-lvmh-helped-turn-an-abandoned-miami-warehouse-district-into-a-luxury-hot-spot-71b433bb?mod=real-estate_lead_pos3,Real-Estate,2
Windowless Rooms and Town-Gown Battles: How Student Housing Got Expensive,2024-03-25 00:00,https://www.wsj.com/real-estate/windowless-rooms-and-town-gown-battles-how-student-housing-got-expensive-5b5413ad?mod=real-estate_lead_pos4,Real-Estate,0
Realtors Want to Get Paid for the Hard Work We Do,2024-03-09 00:00,https://www.wsj.com/articles/realtors-want-to-get-paid-for-the-hard-work-we-do-6605744a?mod=real-estate_trendingnow_opn_pos1,Articles,2
EXCLUSIVEWhy Do Superrich Buyers Want to Live Inside This New York Parking Garage?,2024-03-22 00:00,https://www.wsj.com/real-estate/luxury-homes/new-york-city-parking-garage-luxury-condos-42441396?mod=real-estate_trendingnow_article_pos2,Real-Estate,2
EXCLUSIVEOlympic Luger-Turned-Developer Lists Extravagant Lake Placid Estate,2024-03-20 00:00,https://www.wsj.com/real-estate/luxury-homes/lake-placid-estate-lists-for-28-5-million-c27a51de?mod=real-estate_trendingnow_article_pos3,Real-Estate,0
EXCLUSIVEThe Price is $2.988 Million for Bob Barker’s Longtime Hollywood Home,2024-03-25 00:00,https://www.wsj.com/real-estate/luxury-homes/bob-barker-hollywood-home-e998b01b?mod=real-estate_trendingnow_article_pos5,Real-Estate,1
S&P Global Cuts Paramount Credit Rating Into Junk Territory,2024-03-27 15:00,https://www.wsj.com/business/media/s-p-global-cuts-paramount-credit-rating-into-junk-territory-1d745fdc?mod=business_lead_story,Business,0
Disney Settles with DeSantis Over Florida Tax District,2024-03-27 13:00,https://www.wsj.com/business/media/disney-reaches-settlement-with-florida-tax-district-backed-by-ron-desantis-6dd03acf?mod=business_lead_pos1,Business,0
Companies Are Seeking Real-World Supply-Chain Gains in New AI Tools,2024-03-27 12:00,https://www.wsj.com/articles/companies-are-seeking-real-world-supply-chain-gains-in-new-ai-tools-023045e7?mod=business_lead_pos2,Articles,2
Shoppers Hunt for Affordable Easter Eggs as Outlook for Chocolate Makers Sours,2024-03-27 12:00,https://www.wsj.com/business/retail/shoppers-on-the-hunt-for-affordable-easter-eggs-as-outlook-for-chocolate-makers-sours-c608b1da?mod=business_lead_pos3,Business,0
VIP Programs Offered by Online Gambling Companies Draw Federal Scrutiny,2024-03-27 12:00,https://www.wsj.com/business/hospitality/vip-programs-offered-by-online-gambling-companies-draw-federal-scrutiny-fc7fecbe?mod=business_lead_pos4,Business,0
U.S. Crude Oil Inventories Rose by 3.2 Million Barrels Last Week,2024-03-27 12:00,https://www.wsj.com/business/energy-oil/u-s-crude-oil-inventories-rose-by-3-2-million-barrels-last-week-bb98fdb2?mod=business_lead_pos5,Business,0
EVs Are a Forced March to the Grid’s Collapse,2024-03-26 22:00,https://www.wsj.com/articles/cars-autos-ev-electric-vehicle-mandate-grid-7ab3b317?mod=business_trendingnow_opn_pos1,Articles,0
There’s No Free Pizza,2024-03-26 22:00,https://www.wsj.com/articles/theres-no-free-pizza-69c1acd0?mod=business_trendingnow_opn_pos2,Articles,0
Evan Gershkovich’s Year in a Russian Prison,2024-03-26 22:00,https://www.wsj.com/articles/evan-gershkovich-one-year-in-prison-russia-vladimir-putin-journalism-677f9c50?mod=business_trendingnow_opn_pos3,Articles,0
Trump’s Truth Social Enablers,2024-03-26 22:00,https://www.wsj.com/articles/donald-trump-media-and-technology-group-valuation-stock-market-3d78ca6c?mod=business_trendingnow_opn_pos4,Articles,0
EXCLUSIVEBaltimore Bridge Crash Investigators to Examine Whether Dirty Fuel Played Role in Accident,2024-03-26 22:00,https://www.wsj.com/us-news/dali-ship-fuel-baltimore-bridge-collapse-6c6a0c76?mod=business_trendingnow_article_pos1,Politics,2
NBC Drops Former RNC Chief Ronna McDaniel Amid Backlash,2024-03-26 20:00,https://www.wsj.com/business/media/ronna-mcdaniel-nbc-610d30bc?mod=business_trendingnow_article_pos2,Business,0
Disney Settles With Ron DeSantis Over Florida Tax District,2024-03-27 13:00,https://www.wsj.com/business/media/disney-reaches-settlement-with-florida-tax-district-backed-by-ron-desantis-6dd03acf?mod=business_trendingnow_article_pos5,Business,0
"In a Secret Game of Prisoner Swaps, Putin Has Held Most of the Cards",2024-03-27 01:00,https://www.wsj.com/world/russia/russia-u-s-prisoner-swaps-gershkovich-whelan-be4576f8?mod=business_whatsnews_pos1,Politics,0
Disney Settles With DeSantis Over Florida Tax District,2024-03-27 13:00,https://www.wsj.com/business/media/disney-reaches-settlement-with-florida-tax-district-backed-by-ron-desantis-6dd03acf?mod=business_whatsnews_pos2,Business,0
The Night Shift on a Baltimore Bridge That Turned Deadly,2024-03-27 13:00,https://www.wsj.com/us-news/baltimore-bridge-deadly-shift-f3a89f27?mod=business_whatsnews_pos3,Politics,0
Russia Doubles Down on Blaming Concert Massacre on Ukraine and the West,2024-03-27 15:00,https://www.wsj.com/world/russia/russia-doubles-down-on-bid-to-link-concert-massacre-to-ukraine-and-the-west-b44f8e2b?mod=business_whatsnews_pos4,Politics,0
Is VP Contender Kristi Noem Ready for Prime Time?,2024-03-27 11:00,https://www.wsj.com/politics/elections/is-vp-contender-kristi-noem-ready-for-primetime-bd2d2bc1?mod=business_whatsnews_pos5,Politics,0
